Using data for  U0
Number of units in layer [1,2,3]:  [15, 20, 10]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  10762.616618257141
Training MSE:   10762.616618257141
Training MAE:   36.621756143951416
Testing loss:   3.520572799682617
Testing MSE:    3.520572799682617
Testing MAE:    1.4627592498779296

Epoch  1
Training loss:  1.0242988867521285
Training MSE:   1.0242988867521285
Training MAE:   0.7315448177337647
Testing loss:   0.26722304167747496
Testing MSE:    0.26722304167747496
Testing MAE:    0.38834923248291014

Epoch  2
Training loss:  0.16545467397272587
Training MSE:   0.16545467397272587
Training MAE:   0.2871087070465088
Testing loss:   0.09881443885564804
Testing MSE:    0.09881443885564804
Testing MAE:    0.2162012451171875

Epoch  3
Training loss:  0.09489512331485749
Training MSE:   0.09489512331485749
Training MAE:   0.21570640602111815
Testing loss:   0.08908090495467186
Testing MSE:    0.08908090495467186
Testing MAE:    0.20563675842285156

Epoch  4
Training loss:  0.08098977739810943
Training MSE:   0.08098977739810943
Training MAE:   0.2031931629180908
Testing loss:   0.060707433211803434
Testing MSE:    0.060707433211803434
Testing MAE:    0.16886559600830078

Epoch  5
Training loss:  0.07610439114421606
Training MSE:   0.07610439114421606
Training MAE:   0.1995763111114502
Testing loss:   0.10637132960557938
Testing MSE:    0.10637132960557938
Testing MAE:    0.26703184814453124

Epoch  6
Training loss:  0.08059722948595882
Training MSE:   0.08059722948595882
Training MAE:   0.20896464614868165
Testing loss:   0.10952081661224365
Testing MSE:    0.10952081661224365
Testing MAE:    0.27450361328125

Epoch  7
Training loss:  0.09400267717316747
Training MSE:   0.09400267717316747
Training MAE:   0.2333488124847412
Testing loss:   0.06274637873768807
Testing MSE:    0.06274637873768807
Testing MAE:    0.1807488998413086

Epoch  8
Training loss:  0.10312841468006373
Training MSE:   0.10312841468006373
Training MAE:   0.2469875331878662
Testing loss:   0.042006498005986215
Testing MSE:    0.042006498005986215
Testing MAE:    0.1453266616821289

Epoch  9
Training loss:  0.10270691497027874
Training MSE:   0.10270691497027874
Training MAE:   0.24638603591918945
Testing loss:   0.04534118391871452
Testing MSE:    0.04534118391871452
Testing MAE:    0.15330140380859375

Training loss:  0.046303893737494946
Training MSE:   0.046303893737494946
Training MAE:   0.15405296936035157

Testing loss:  0.04534118391871452
Testing MSE:   0.04534118391871452
Testing MAE:   0.15330140380859375

Number of layers:  3
Number of units in layer [1,2,3]:  [15, 20, 5]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  24606.89650446167
Training MSE:   24606.89650446167
Training MAE:   69.65920501632691
Testing loss:   40.21734733276367
Testing MSE:    40.21734733276367
Testing MAE:    4.835842417907715

Epoch  1
Training loss:  35.45314675598144
Training MSE:   35.45314675598144
Training MAE:   4.5184283908844
Testing loss:   27.915375299072267
Testing MSE:    27.915375299072267
Testing MAE:    4.003569807434082

Epoch  2
Training loss:  22.124890056228637
Training MSE:   22.124890056228637
Training MAE:   3.5451728778839113
Testing loss:   15.070984866333008
Testing MSE:    15.070984866333008
Testing MAE:    2.943300184631348

Epoch  3
Training loss:  10.465484685325622
Training MSE:   10.465484685325622
Training MAE:   2.407385026168823
Testing loss:   5.904128791046142
Testing MSE:    5.904128791046142
Testing MAE:    1.7917464233398437

Epoch  4
Training loss:  3.4384527916908265
Training MSE:   3.4384527916908265
Training MAE:   1.3590105754852295
Testing loss:   1.64635360622406
Testing MSE:    1.64635360622406
Testing MAE:    0.9399520538330078

Epoch  5
Training loss:  0.7754915048122406
Training MSE:   0.7754915048122406
Training MAE:   0.6310505588531494
Testing loss:   0.34574094331264493
Testing MSE:    0.34574094331264493
Testing MAE:    0.4110579025268555

Epoch  6
Training loss:  0.22218223449885846
Training MSE:   0.22218223449885846
Training MAE:   0.3238923454284668
Testing loss:   0.1476258046388626
Testing MSE:    0.1476258046388626
Testing MAE:    0.2671541275024414

Epoch  7
Training loss:  0.1358483602836728
Training MSE:   0.1358483602836728
Training MAE:   0.2495619873046875
Testing loss:   0.10163323752880096
Testing MSE:    0.10163323752880096
Testing MAE:    0.2061313446044922

Epoch  8
Training loss:  0.11531491517573594
Training MSE:   0.11531491517573594
Training MAE:   0.2400072696685791
Testing loss:   0.07970263745188713
Testing MSE:    0.07970263745188713
Testing MAE:    0.1879616455078125

Epoch  9
Training loss:  0.1087490136384964
Training MSE:   0.1087490136384964
Training MAE:   0.24128947257995606
Testing loss:   0.06408328425884247
Testing MSE:    0.06408328425884247
Testing MAE:    0.17481306915283204

Training loss:  0.06388235847502947
Training MSE:   0.06388235847502947
Training MAE:   0.17278839645385743

Testing loss:  0.06408328425884247
Testing MSE:   0.06408328425884247
Testing MAE:   0.17481306915283204

Number of layers:  3
Number of units in layer [1,2,3]:  [15, 15, 25]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  6210.599702904892
Training MSE:   6210.599702904892
Training MAE:   23.317901208114623
Testing loss:   9.946246099090576
Testing MSE:    9.946246099090576
Testing MAE:    2.4017623794555663

Epoch  1
Training loss:  2.9236007486343385
Training MSE:   2.9236007486343385
Training MAE:   1.1796097820281983
Testing loss:   1.1155712025642395
Testing MSE:    1.1155712025642395
Testing MAE:    0.7802422409057617

Epoch  2
Training loss:  0.8321782095789909
Training MSE:   0.8321782095789909
Training MAE:   0.6747281215667724
Testing loss:   0.5126551523685455
Testing MSE:    0.5126551523685455
Testing MAE:    0.5069955535888672

Epoch  3
Training loss:  0.38965945581793787
Training MSE:   0.38965945581793787
Training MAE:   0.4411091106414795
Testing loss:   0.23612491545677186
Testing MSE:    0.23612491545677186
Testing MAE:    0.31326560668945314

Epoch  4
Training loss:  0.21379029656648635
Training MSE:   0.21379029656648635
Training MAE:   0.3085368263244629
Testing loss:   0.15531730186939238
Testing MSE:    0.15531730186939238
Testing MAE:    0.261973828125

Epoch  5
Training loss:  0.16736314204335212
Training MSE:   0.16736314204335212
Training MAE:   0.2849204124450684
Testing loss:   0.11191928685903549
Testing MSE:    0.11191928685903549
Testing MAE:    0.20542198791503907

Epoch  6
Training loss:  0.1692792991682887
Training MSE:   0.1692792991682887
Training MAE:   0.30241795120239257
Testing loss:   0.3975577990055084
Testing MSE:    0.3975577990055084
Testing MAE:    0.5643653884887695

Epoch  7
Training loss:  0.19908610922694206
Training MSE:   0.19908610922694206
Training MAE:   0.33939293022155764
Testing loss:   0.0938621002972126
Testing MSE:    0.0938621002972126
Testing MAE:    0.21762909240722655

Epoch  8
Training loss:  0.19707223149091005
Training MSE:   0.19707223149091005
Training MAE:   0.33851779747009275
Testing loss:   0.2560897329807281
Testing MSE:    0.2560897329807281
Testing MAE:    0.4512214767456055

Epoch  9
Training loss:  0.160162242628634
Training MSE:   0.160162242628634
Training MAE:   0.3087824478149414
Testing loss:   0.06066779118180275
Testing MSE:    0.06066779118180275
Testing MAE:    0.16782021484375

Training loss:  0.05950274873375893
Training MSE:   0.05950274873375893
Training MAE:   0.16639826316833495

Testing loss:  0.06066779118180275
Testing MSE:   0.06066779118180275
Testing MAE:   0.16782021484375

Number of layers:  3
Number of units in layer [1,2,3]:  [15, 15, 20]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  5879.18868948822
Training MSE:   5879.18868948822
Training MAE:   25.40268992576599
Testing loss:   43.57481180419922
Testing MSE:    43.57481180419922
Testing MAE:    5.183805375671387

Epoch  1
Training loss:  30.473274101257324
Training MSE:   30.473274101257324
Training MAE:   4.293267647171021
Testing loss:   16.84224337463379
Testing MSE:    16.84224337463379
Testing MAE:    3.2356075149536134

Epoch  2
Training loss:  9.619396310138702
Training MSE:   9.619396310138702
Training MAE:   2.376297978210449
Testing loss:   4.023593856430054
Testing MSE:    4.023593856430054
Testing MAE:    1.5582108993530273

Epoch  3
Training loss:  1.790089049434662
Training MSE:   1.790089049434662
Training MAE:   0.9968646400451661
Testing loss:   0.5776330373287201
Testing MSE:    0.5776330373287201
Testing MAE:    0.576313264465332

Epoch  4
Training loss:  0.3515661655336618
Training MSE:   0.3515661655336618
Training MAE:   0.4308504852294922
Testing loss:   0.1781864775300026
Testing MSE:    0.1781864775300026
Testing MAE:    0.29514012603759765

Epoch  5
Training loss:  0.14373257985711096
Training MSE:   0.14373257985711096
Training MAE:   0.26573608627319334
Testing loss:   0.13692517697811127
Testing MSE:    0.13692517697811127
Testing MAE:    0.2925570068359375

Epoch  6
Training loss:  0.12022116327881813
Training MSE:   0.12022116327881813
Training MAE:   0.25052357749938964
Testing loss:   0.06783884171247483
Testing MSE:    0.06783884171247483
Testing MAE:    0.17766672668457031

Epoch  7
Training loss:  0.10930298615843058
Training MSE:   0.10930298615843058
Training MAE:   0.2450221652984619
Testing loss:   0.12878209841251373
Testing MSE:    0.12878209841251373
Testing MAE:    0.28710853424072263

Epoch  8
Training loss:  0.13359026744365693
Training MSE:   0.13359026744365693
Training MAE:   0.2798824932098389
Testing loss:   0.43396713695526123
Testing MSE:    0.43396713695526123
Testing MAE:    0.6231081756591796

Epoch  9
Training loss:  0.12244297454878687
Training MSE:   0.12244297454878687
Training MAE:   0.26814220504760744
Testing loss:   0.13146099253892898
Testing MSE:    0.13146099253892898
Testing MAE:    0.3112249725341797

Training loss:  0.13259914047122
Training MSE:   0.13259914047122
Training MAE:   0.31244671211242675

Testing loss:  0.13146099253892898
Testing MSE:   0.13146099253892898
Testing MAE:   0.3112249725341797

Number of layers:  3
Number of units in layer [1,2,3]:  [15, 15, 15]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  7601.731482805252
Training MSE:   7601.731482805252
Training MAE:   26.50163768043518
Testing loss:   3.3104502361297605
Testing MSE:    3.3104502361297605
Testing MAE:    1.3815026092529297

Epoch  1
Training loss:  2.4286109049797058
Training MSE:   2.4286109049797058
Training MAE:   1.1878334239959716
Testing loss:   1.3296644704818725
Testing MSE:    1.3296644704818725
Testing MAE:    0.8939485488891602

Epoch  2
Training loss:  0.8176285421252251
Training MSE:   0.8176285421252251
Training MAE:   0.690609041595459
Testing loss:   0.4496442612171173
Testing MSE:    0.4496442612171173
Testing MAE:    0.5143630447387695

Epoch  3
Training loss:  0.3020455174922943
Training MSE:   0.3020455174922943
Training MAE:   0.41587645797729494
Testing loss:   0.251393962931633
Testing MSE:    0.251393962931633
Testing MAE:    0.39960286865234373

Epoch  4
Training loss:  0.15663982615172864
Training MSE:   0.15663982615172864
Training MAE:   0.2874581272125244
Testing loss:   0.11190322633385658
Testing MSE:    0.11190322633385658
Testing MAE:    0.22674390411376952

Epoch  5
Training loss:  0.11519701599478721
Training MSE:   0.11519701599478721
Training MAE:   0.2400638572692871
Testing loss:   0.07851004063487053
Testing MSE:    0.07851004063487053
Testing MAE:    0.18689056854248046

Epoch  6
Training loss:  0.1129091825440526
Training MSE:   0.1129091825440526
Training MAE:   0.24247442283630372
Testing loss:   0.19248679566383362
Testing MSE:    0.19248679566383362
Testing MAE:    0.36226087036132815

Epoch  7
Training loss:  0.11507344205975532
Training MSE:   0.11507344205975532
Training MAE:   0.2521727893829346
Testing loss:   0.4413808143615723
Testing MSE:    0.4413808143615723
Testing MAE:    0.6211025985717773

Epoch  8
Training loss:  0.14024438314139842
Training MSE:   0.14024438314139842
Training MAE:   0.28501486167907714
Testing loss:   0.08636930470466614
Testing MSE:    0.08636930470466614
Testing MAE:    0.21864185638427736

Epoch  9
Training loss:  0.12983847862631082
Training MSE:   0.12983847862631082
Training MAE:   0.2768588359832764
Testing loss:   0.11687572696208953
Testing MSE:    0.11687572696208953
Testing MAE:    0.27316754150390626

Training loss:  0.11766920331120491
Training MSE:   0.11766920331120491
Training MAE:   0.27276519622802736

Testing loss:  0.11687572696208953
Testing MSE:   0.11687572696208953
Testing MAE:   0.27316754150390626

Number of layers:  3
Number of units in layer [1,2,3]:  [15, 15, 10]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  19322.082545646284
Training MSE:   19322.082545646284
Training MAE:   56.02059635925293
Testing loss:   4.030270710754395
Testing MSE:    4.030270710754395
Testing MAE:    1.5780960983276366

Epoch  1
Training loss:  2.778135813856125
Training MSE:   2.778135813856125
Training MAE:   1.311255082321167
Testing loss:   1.8888573905944823
Testing MSE:    1.8888573905944823
Testing MAE:    1.085636622619629

Epoch  2
Training loss:  1.4803923316955567
Training MSE:   1.4803923316955567
Training MAE:   0.9592534336090088
Testing loss:   1.006405359840393
Testing MSE:    1.006405359840393
Testing MAE:    0.794196369934082

Epoch  3
Training loss:  0.7737804039001465
Training MSE:   0.7737804039001465
Training MAE:   0.6864883438110352
Testing loss:   0.5545583309173584
Testing MSE:    0.5545583309173584
Testing MAE:    0.5746256759643554

Epoch  4
Training loss:  0.38257773166894915
Training MSE:   0.38257773166894915
Training MAE:   0.4675524242401123
Testing loss:   0.23612471551895142
Testing MSE:    0.23612471551895142
Testing MAE:    0.36152078704833984

Epoch  5
Training loss:  0.20483500741422175
Training MSE:   0.20483500741422175
Training MAE:   0.3231866718292236
Testing loss:   0.20174628443717957
Testing MSE:    0.20174628443717957
Testing MAE:    0.3605696166992188

Epoch  6
Training loss:  0.12557615435421468
Training MSE:   0.12557615435421468
Training MAE:   0.24337351989746095
Testing loss:   0.10200006424188614
Testing MSE:    0.10200006424188614
Testing MAE:    0.23120910034179687

Epoch  7
Training loss:  0.11284718491286039
Training MSE:   0.11284718491286039
Training MAE:   0.24036709213256835
Testing loss:   0.12621412252187728
Testing MSE:    0.12621412252187728
Testing MAE:    0.27233519744873047

Epoch  8
Training loss:  0.10464222034662962
Training MSE:   0.10464222034662962
Training MAE:   0.23730697898864747
Testing loss:   0.21646267442703246
Testing MSE:    0.21646267442703246
Testing MAE:    0.4141760528564453

Epoch  9
Training loss:  0.1115079688578844
Training MSE:   0.1115079688578844
Training MAE:   0.2502777317047119
Testing loss:   0.10070753260850906
Testing MSE:    0.10070753260850906
Testing MAE:    0.25893863067626954

Training loss:  0.10088634433448315
Training MSE:   0.10088634433448315
Training MAE:   0.2591403522491455

Testing loss:  0.10070753260850906
Testing MSE:   0.10070753260850906
Testing MAE:   0.25893863067626954

Number of layers:  3
Number of units in layer [1,2,3]:  [15, 15, 5]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  5506.14586065979
Training MSE:   5506.14586065979
Training MAE:   24.90066051712036
Testing loss:   26.82186342468262
Testing MSE:    26.82186342468262
Testing MAE:    4.116171072387695

Epoch  1
Training loss:  18.272502098083496
Training MSE:   18.272502098083496
Training MAE:   3.353476636505127
Testing loss:   12.390240730285644
Testing MSE:    12.390240730285644
Testing MAE:    2.7533603729248046

Epoch  2
Training loss:  7.872023578453064
Training MSE:   7.872023578453064
Training MAE:   2.1972410133361815
Testing loss:   4.362996183776856
Testing MSE:    4.362996183776856
Testing MAE:    1.6310152938842772

Epoch  3
Training loss:  2.4432071968078612
Training MSE:   2.4432071968078612
Training MAE:   1.2093151691436768
Testing loss:   1.0072694810867309
Testing MSE:    1.0072694810867309
Testing MAE:    0.7880631469726562

Epoch  4
Training loss:  0.6049858277320862
Training MSE:   0.6049858277320862
Training MAE:   0.590747386932373
Testing loss:   0.23791157462596893
Testing MSE:    0.23791157462596893
Testing MAE:    0.3693964126586914

Epoch  5
Training loss:  0.18229345794320106
Training MSE:   0.18229345794320106
Training MAE:   0.3177961711883545
Testing loss:   0.22506399023532866
Testing MSE:    0.22506399023532866
Testing MAE:    0.39660669708251955

Epoch  6
Training loss:  0.13653707920312882
Training MSE:   0.13653707920312882
Training MAE:   0.27462133827209473
Testing loss:   0.39422376294136047
Testing MSE:    0.39422376294136047
Testing MAE:    0.563698307800293

Epoch  7
Training loss:  0.13570041480064393
Training MSE:   0.13570041480064393
Training MAE:   0.27605924339294435
Testing loss:   0.15302021615505218
Testing MSE:    0.15302021615505218
Testing MAE:    0.3098806411743164

Epoch  8
Training loss:  0.1480476075708866
Training MSE:   0.1480476075708866
Training MAE:   0.29318746223449704
Testing loss:   0.14843221356868744
Testing MSE:    0.14843221356868744
Testing MAE:    0.3074660629272461

Epoch  9
Training loss:  0.13916230537593366
Training MSE:   0.13916230537593366
Training MAE:   0.28484192695617677
Testing loss:   0.06353137172460556
Testing MSE:    0.06353137172460556
Testing MAE:    0.1810268493652344

Training loss:  0.06521535972952842
Training MSE:   0.06521535972952842
Training MAE:   0.17981501693725585

Testing loss:  0.06353137172460556
Testing MSE:   0.06353137172460556
Testing MAE:   0.1810268493652344

Number of layers:  3
Number of units in layer [1,2,3]:  [15, 10, 25]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  10666.022887814332
Training MSE:   10666.022887814332
Training MAE:   38.50469906730652
Testing loss:   79.42208400878906
Testing MSE:    79.42208400878906
Testing MAE:    6.956988078308106

Epoch  1
Training loss:  49.34400772628784
Training MSE:   49.34400772628784
Training MAE:   5.396085359954834
Testing loss:   16.955502194213867
Testing MSE:    16.955502194213867
Testing MAE:    3.2636551666259765

Epoch  2
Training loss:  4.867315933585167
Training MSE:   4.867315933585167
Training MAE:   1.5696943599700928
Testing loss:   0.5735418724536896
Testing MSE:    0.5735418724536896
Testing MAE:    0.5871858978271485

Epoch  3
Training loss:  0.22690675677657127
Training MSE:   0.22690675677657127
Training MAE:   0.3528149402618408
Testing loss:   0.13903172512054443
Testing MSE:    0.13903172512054443
Testing MAE:    0.28016680297851565

Epoch  4
Training loss:  0.09044363669604064
Training MSE:   0.09044363669604064
Training MAE:   0.22753772850036622
Testing loss:   0.07285892221927642
Testing MSE:    0.07285892221927642
Testing MAE:    0.19225200958251953

Epoch  5
Training loss:  0.08737667132765055
Training MSE:   0.08737667132765055
Training MAE:   0.22518606834411622
Testing loss:   0.06013414427638054
Testing MSE:    0.06013414427638054
Testing MAE:    0.17365975036621092

Epoch  6
Training loss:  0.0911787540793419
Training MSE:   0.0911787540793419
Training MAE:   0.23145654220581055
Testing loss:   0.32200820784568784
Testing MSE:    0.32200820784568784
Testing MAE:    0.5221539733886719

Epoch  7
Training loss:  0.09662558131814003
Training MSE:   0.09662558131814003
Training MAE:   0.23841930541992187
Testing loss:   0.14280043709278106
Testing MSE:    0.14280043709278106
Testing MAE:    0.3252098388671875

Epoch  8
Training loss:  0.11206149060577154
Training MSE:   0.11206149060577154
Training MAE:   0.2601571464538574
Testing loss:   0.32051555829048156
Testing MSE:    0.32051555829048156
Testing MAE:    0.529678662109375

Epoch  9
Training loss:  0.11411547030061484
Training MSE:   0.11411547030061484
Training MAE:   0.2615250675201416
Testing loss:   0.040448183122277256
Testing MSE:    0.040448183122277256
Testing MAE:    0.13850248718261718

Training loss:  0.037744371777027844
Training MSE:   0.037744371777027844
Training MAE:   0.13730129585266113

Testing loss:  0.040448183122277256
Testing MSE:   0.040448183122277256
Testing MAE:   0.13850248718261718

Number of layers:  3
Number of units in layer [1,2,3]:  [15, 10, 20]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  10929.69068139801
Training MSE:   10929.69068139801
Training MAE:   38.29195746269226
Testing loss:   58.15577388305664
Testing MSE:    58.15577388305664
Testing MAE:    5.964152238464355

Epoch  1
Training loss:  15.353122107052803
Training MSE:   15.353122107052803
Training MAE:   2.498600249481201
Testing loss:   0.6019934180259705
Testing MSE:    0.6019934180259705
Testing MAE:    0.592418441772461

Epoch  2
Training loss:  0.27615584838986396
Training MSE:   0.27615584838986396
Training MAE:   0.36928276596069337
Testing loss:   0.12049565459489822
Testing MSE:    0.12049565459489822
Testing MAE:    0.2429474594116211

Epoch  3
Training loss:  0.11430060428529978
Training MSE:   0.11430060428529978
Training MAE:   0.23562115783691406
Testing loss:   0.09264792884588241
Testing MSE:    0.09264792884588241
Testing MAE:    0.21926671600341796

Epoch  4
Training loss:  0.08509910200685263
Training MSE:   0.08509910200685263
Training MAE:   0.20910504302978516
Testing loss:   0.06073486225605011
Testing MSE:    0.06073486225605011
Testing MAE:    0.1770255828857422

Epoch  5
Training loss:  0.07788379183560609
Training MSE:   0.07788379183560609
Training MAE:   0.20492754707336425
Testing loss:   0.09775058398246765
Testing MSE:    0.09775058398246765
Testing MAE:    0.25480774841308595

Epoch  6
Training loss:  0.08093731279447675
Training MSE:   0.08093731279447675
Training MAE:   0.21369516105651856
Testing loss:   0.1293911515235901
Testing MSE:    0.1293911515235901
Testing MAE:    0.29840064544677736

Epoch  7
Training loss:  0.08264038977175951
Training MSE:   0.08264038977175951
Training MAE:   0.21633697471618651
Testing loss:   0.09850142263174057
Testing MSE:    0.09850142263174057
Testing MAE:    0.25976961822509764

Epoch  8
Training loss:  0.09441388814374804
Training MSE:   0.09441388814374804
Training MAE:   0.2337690773010254
Testing loss:   0.13338519008159638
Testing MSE:    0.13338519008159638
Testing MAE:    0.3181155364990234

Epoch  9
Training loss:  0.09668287864029408
Training MSE:   0.09668287864029408
Training MAE:   0.2330816982269287
Testing loss:   0.047195925468206404
Testing MSE:    0.047195925468206404
Testing MAE:    0.1541615005493164

Training loss:  0.049107604171335695
Training MSE:   0.049107604171335695
Training MAE:   0.15462441444396974

Testing loss:  0.047195925468206404
Testing MSE:   0.047195925468206404
Testing MAE:   0.1541615005493164

Number of layers:  3
Number of units in layer [1,2,3]:  [15, 10, 15]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  6716.267927957535
Training MSE:   6716.267927957535
Training MAE:   25.844511165618897
Testing loss:   10.19679811553955
Testing MSE:    10.19679811553955
Testing MAE:    2.5392387603759765

Epoch  1
Training loss:  5.0309203669548035
Training MSE:   5.0309203669548035
Training MAE:   1.7220415992736817
Testing loss:   2.077080875968933
Testing MSE:    2.077080875968933
Testing MAE:    1.1304248168945312

Epoch  2
Training loss:  1.207232422375679
Training MSE:   1.207232422375679
Training MAE:   0.848510330581665
Testing loss:   0.43941367712020873
Testing MSE:    0.43941367712020873
Testing MAE:    0.517464599609375

Epoch  3
Training loss:  0.28494407172501085
Training MSE:   0.28494407172501085
Training MAE:   0.40140205268859863
Testing loss:   0.1521520240545273
Testing MSE:    0.1521520240545273
Testing MAE:    0.2873733413696289

Epoch  4
Training loss:  0.1391165070414543
Training MSE:   0.1391165070414543
Training MAE:   0.2703594360351563
Testing loss:   0.11782603925466538
Testing MSE:    0.11782603925466538
Testing MAE:    0.2499999710083008

Epoch  5
Training loss:  0.13970470373779537
Training MSE:   0.13970470373779537
Training MAE:   0.2774282375335693
Testing loss:   0.07581825949549675
Testing MSE:    0.07581825949549675
Testing MAE:    0.20166268615722657

Epoch  6
Training loss:  0.13605457821935416
Training MSE:   0.13605457821935416
Training MAE:   0.2811493186950684
Testing loss:   0.06585319746136666
Testing MSE:    0.06585319746136666
Testing MAE:    0.18781055908203126

Epoch  7
Training loss:  0.15824936878681184
Training MSE:   0.15824936878681184
Training MAE:   0.3011594669342041
Testing loss:   0.06041055927276611
Testing MSE:    0.06041055927276611
Testing MAE:    0.17179711303710937

Epoch  8
Training loss:  0.15071233802437783
Training MSE:   0.15071233802437783
Training MAE:   0.30031042060852053
Testing loss:   0.09400136923789978
Testing MSE:    0.09400136923789978
Testing MAE:    0.24892425231933593

Epoch  9
Training loss:  0.1301634027570486
Training MSE:   0.1301634027570486
Training MAE:   0.2761003349304199
Testing loss:   0.08520200572013854
Testing MSE:    0.08520200572013854
Testing MAE:    0.2382315979003906

Training loss:  0.08567130282223225
Training MSE:   0.08567130282223225
Training MAE:   0.23855825958251953

Testing loss:  0.08520200572013854
Testing MSE:   0.08520200572013854
Testing MAE:   0.2382315979003906

Number of layers:  3
Number of units in layer [1,2,3]:  [15, 10, 10]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  12138.503886276245
Training MSE:   12138.503886276245
Training MAE:   43.00159502105713
Testing loss:   75.87251688232422
Testing MSE:    75.87251688232422
Testing MAE:    6.989507653808594

Epoch  1
Training loss:  39.613683500289916
Training MSE:   39.613683500289916
Training MAE:   4.830006669616699
Testing loss:   10.345431416320801
Testing MSE:    10.345431416320801
Testing MAE:    2.5148811218261717

Epoch  2
Training loss:  3.702105909729004
Training MSE:   3.702105909729004
Training MAE:   1.4005659217834472
Testing loss:   0.6843196186065674
Testing MSE:    0.6843196186065674
Testing MAE:    0.6362926345825195

Epoch  3
Training loss:  0.27226175058186053
Training MSE:   0.27226175058186053
Training MAE:   0.37012914123535157
Testing loss:   0.10588629680871964
Testing MSE:    0.10588629680871964
Testing MAE:    0.23244279327392578

Epoch  4
Training loss:  0.09364129749685526
Training MSE:   0.09364129749685526
Training MAE:   0.21274086151123048
Testing loss:   0.09277078640460969
Testing MSE:    0.09277078640460969
Testing MAE:    0.21957235260009766

Epoch  5
Training loss:  0.07867650969922542
Training MSE:   0.07867650969922542
Training MAE:   0.2005541717529297
Testing loss:   0.06481375997662545
Testing MSE:    0.06481375997662545
Testing MAE:    0.18766007232666015

Epoch  6
Training loss:  0.08360725479573011
Training MSE:   0.08360725479573011
Training MAE:   0.21420226974487305
Testing loss:   0.06010843825936318
Testing MSE:    0.06010843825936318
Testing MAE:    0.17285774993896486

Epoch  7
Training loss:  0.0906059767305851
Training MSE:   0.0906059767305851
Training MAE:   0.22539489669799806
Testing loss:   0.05011369608640671
Testing MSE:    0.05011369608640671
Testing MAE:    0.15781877136230468

Epoch  8
Training loss:  0.1045544862061739
Training MSE:   0.1045544862061739
Training MAE:   0.24608753356933594
Testing loss:   0.054248072862625125
Testing MSE:    0.054248072862625125
Testing MAE:    0.16689175415039062

Epoch  9
Training loss:  0.09274637118428945
Training MSE:   0.09274637118428945
Training MAE:   0.23318829383850098
Testing loss:   0.05911121165752411
Testing MSE:    0.05911121165752411
Testing MAE:    0.18765682830810546

Training loss:  0.059171800690889356
Training MSE:   0.059171800690889356
Training MAE:   0.18711751403808594

Testing loss:  0.05911121165752411
Testing MSE:   0.05911121165752411
Testing MAE:   0.18765682830810546

Number of layers:  3
Number of units in layer [1,2,3]:  [15, 10, 5]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  170293.593125
Training MSE:   170293.593125
Training MAE:   410.71489526367185
Testing loss:   169946.3208
Testing MSE:    169946.3208
Testing MAE:    410.3064048828125

Epoch  1
Training loss:  169184.1757625
Training MSE:   169184.1757625
Training MAE:   409.36305625
Testing loss:   168924.138
Testing MSE:    168924.138
Testing MAE:    409.0588770996094

Epoch  2
Training loss:  168164.6628875
Training MSE:   168164.6628875
Training MAE:   408.11559040527345
Testing loss:   167905.56725
Testing MSE:    167905.56725
Testing MAE:    407.81195771484374

Epoch  3
Training loss:  167148.2147625
Training MSE:   167148.2147625
